concello;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng.1;Unnamed: 17
Pastoriza; A;83088;53096;ES1120003.9002;UA550;2.40178858;UA500;968.9425859;83156;ES1120003.9002;3;V;6510;6510;;Prados de sega de baixa altitude;968.9425859
Pastoriza; A;83089;53096;ES1120003.9002;UA550;2.40178858;UA500;968.9425859;83160;ES1120003.9002;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;968.9425859
Pastoriza; A;83090;53096;ES1120003.9002;UA550;2.40178858;UA500;968.9425859;83159;ES1120003.9002;1;V;6410;6410;;Prados con Molinia;968.9425859
Pastoriza; A;83091;53096;ES1120003.9002;UA550;2.40178858;UA500;968.9425859;83158;ES1120003.9002;2;V;6410;6410;;Prados con Molinia;968.9425859
Pastoriza; A;83092;53096;ES1120003.9002;UA550;2.40178858;UA500;968.9425859;83157;ES1120003.9002;3;V;6510;6510;;Prados de sega de baixa altitude;968.9425859
Pastoriza; A;83093;53081;ES1120003.9006;UA260;0.215235152;UA200;669.5384683;83161;ES1120003.9006;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;669.5384683
Pastoriza; A;83094;53081;ES1120003.9006;UA260;0.215235152;UA200;669.5384683;83162;ES1120003.9006;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;669.5384683
