concello;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng.1;Unnamed: 17
Santiago de Compostela;181049;105133;ES1140001.1327;UA220;26.4157673;UA200;84548.59965;181126.0;ES1140001.1327;5;P;3260;3260;;Ríos dos pisos basal a montano;84548.59965;
Santiago de Compostela;181050;105133;ES1140001.1327;UA220;26.4157673;UA200;84548.59965;181127.0;ES1140001.1327;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;84548.59965;
