concello;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng.1;Unnamed: 17
Pontes de García Rodríguez; As;29323;25201;ES1110013.0380;UA411;48.2008513;UA400;9314.436886;29394;ES1110013.0380;1;S;4030;4030;;Queirogais secos europeos;9314.436886
Pontes de García Rodríguez; As;29324;25201;ES1110013.0380;UA411;48.2008513;UA400;9314.436886;29395;ES1110013.0380;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;9314.436886
Pontes de García Rodríguez; As;29325;25201;ES1110013.0380;UA411;48.2008513;UA400;9314.436886;29396;ES1110013.0380;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;9314.436886
Pontes de García Rodríguez; As;29326;25201;ES1110013.0380;UA411;48.2008513;UA400;9314.436886;29391;ES1110013.0380;5;V;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;9314.436886
Pontes de García Rodríguez; As;29327;25201;ES1110013.0380;UA411;48.2008513;UA400;9314.436886;29392;ES1110013.0380;1;S;3260;3260;;Ríos dos pisos basal a montano;9314.436886
Pontes de García Rodríguez; As;29328;25201;ES1110013.0380;UA411;48.2008513;UA400;9314.436886;29393;ES1110013.0380;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;9314.436886
Pontes de García Rodríguez; As;100781;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100855;ES1120015.1584;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;87671.77496
Pontes de García Rodríguez; As;100782;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100856;ES1120015.1584;3;S;4030;4030;;Queirogais secos europeos;87671.77496
Pontes de García Rodríguez; As;100783;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100854;ES1120015.1584;1;V;3160;3160;;Lagos e charcas distróficos naturais;87671.77496
Pontes de García Rodríguez; As;100784;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100853;ES1120015.1584;1;V;7140;7140;;Turbeiras de transición e inllós;87671.77496
Pontes de García Rodríguez; As;100785;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100851;ES1120015.1584;1;V;7110*;7110;X;Turbeiras altas activas;87671.77496
Pontes de García Rodríguez; As;100786;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100850;ES1120015.1584;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;87671.77496
Pontes de García Rodríguez; As;100787;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100849;ES1120015.1584;4;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;87671.77496
Pontes de García Rodríguez; As;100788;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100852;ES1120015.1584;2;V;7110*;7110;X;Turbeiras altas activas;87671.77496
Pontes de García Rodríguez; As;103742;68657;ES1120015.2663;UA220;7.646908822;UA200;5754.324248;103810;ES1120015.2663;5;P;3260;3260;;Ríos dos pisos basal a montano;5754.324248
Pontes de García Rodríguez; As;103743;68657;ES1120015.2663;UA220;7.646908822;UA200;5754.324248;103811;ES1120015.2663;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;5754.324248
Pontes de García Rodríguez; As;103744;68657;ES1120015.2663;UA220;7.646908822;UA200;5754.324248;103812;ES1120015.2663;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;5754.324248
