concello;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng.1;Unnamed: 17
Vila de Cruces;182183;104868;ES1140001.1748;UA420;11.96421964;UA400;3152.864109;182259.0;ES1140001.1748;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;3152.864109;
Vila de Cruces;182184;104868;ES1140001.1748;UA420;11.96421964;UA400;3152.864109;182258.0;ES1140001.1748;1;S;3260;3260;;Ríos dos pisos basal a montano;3152.864109;
Vila de Cruces;182185;104868;ES1140001.1748;UA420;11.96421964;UA400;3152.864109;182257.0;ES1140001.1748;5;P;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;3152.864109;
Vila de Cruces;182186;104868;ES1140001.1748;UA420;11.96421964;UA400;3152.864109;182260.0;ES1140001.1748;1;S;4030;4030;;Queirogais secos europeos;3152.864109;
Vila de Cruces;182187;104868;ES1140001.1748;UA420;11.96421964;UA400;3152.864109;182263.0;ES1140001.1748;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;3152.864109;
Vila de Cruces;182369;104895;ES1140001.1811;UA631;81.01010482;UA600;12262.8976;182447.0;ES1140001.1811;1;S;6410;6410;;Prados con Molinia;12262.8976;
Vila de Cruces;182370;104895;ES1140001.1811;UA631;81.01010482;UA600;12262.8976;182446.0;ES1140001.1811;1;S;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;12262.8976;
Vila de Cruces;182416;104780;ES1140001.1828;UA420;3.934027621;UA400;1059.251244;182493.0;ES1140001.1828;5;P;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;1059.251244;
Vila de Cruces;182417;104780;ES1140001.1828;UA420;3.934027621;UA400;1059.251244;182497.0;ES1140001.1828;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;1059.251244;
Vila de Cruces;182418;104780;ES1140001.1828;UA420;3.934027621;UA400;1059.251244;182498.0;ES1140001.1828;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;1059.251244;
